percentage_of_regional_pool_present,difference_from_locality_trait_gravity,percentage_of_niches_present,latitude,longitude,closed_forest,cultivated,herbaceous_vegetation,herbaceous_wetland,open_forest,permanent_water,shrubs,urban,mean_elevation,elevation_delta,average_population_density,city_name,continent,realm,biome,national_gdp_estimate_thousand_dollars_per_person,national_income_group,locality_id
15.86734693877551,0.7059976103304169,28.246153846153838,45.5153898,-73.7404788,0.0580805673768698,0.00584687746884872,0.05728335593337,0,0.0647224280584757,0.0480329797956415,0.00382339637328213,0.762084128584759,44.1443944813093,36,186.177097547985,Montreal,North America,Nearctic,Temperate Broadleaf & Mixed Forests,46.991,1. High income: OECD,L3081136
9.619047619047617,0.7828847716647847,25.507692307692313,45.6401964,-73.4878224,0.0341099555934155,0.165282411679799,0.043732203844364,3.77120749627316e-4,0.15023775861117,0.225451164588312,6.28534582712193e-5,0.38074653147504,20.363967975294,19,84.8952913414187,Montreal,North America,Nearctic,Temperate Broadleaf & Mixed Forests,46.991,1. High income: OECD,L3458307
7.452380952380955,0.33456265147662606,19.13846153846154,45.5197321,-73.8105458,0.11764898092554,0.0397121564870615,0.0341713916520926,0,0.133774455744803,0.056323806624015,0.0011446408701647,0.617224567696324,27.6409975767524,36,146.948425148521,Montreal,North America,Nearctic,Temperate Broadleaf & Mixed Forests,46.991,1. High income: OECD,L3552750
9.982993197278912,0.28731085158991176,24.83076923076924,45.6102305,-73.6426596,0.0320223414668571,0.0874671487117459,0.0631376406982646,8.80887045852761e-4,0.119100370046583,0.070917575867939,5.03364026201578e-4,0.625970672136556,27.5005162164632,49,215.165964082295,Montreal,North America,Nearctic,Temperate Broadleaf & Mixed Forests,46.991,1. High income: OECD,L4155741
7.649659863945577,0.9804750292680564,23.384615384615383,45.5322968,-73.8814902,0.111340618913923,0.0763214342005281,0.0187719952423593,0,0.141134514693682,0.177626915161924,0.0019559574306464,0.471649751738155,31.4219890997588,9,114.295091077182,Montreal,North America,Nearctic,Temperate Broadleaf & Mixed Forests,46.991,1. High income: OECD,L1053170
12.003401360544217,0.9321622072699504,19.69230769230769,45.5475095,-73.7325988,0.0410669869025439,0.00284344531202472,0.0370525802448558,0,0.0779966594834516,0.0431611158729931,0.00100898042033927,0.796744109211249,46.3668442018456,36,222.526215535184,Montreal,North America,Nearctic,Temperate Broadleaf & Mixed Forests,46.991,1. High income: OECD,L1440522
9.275510204081634,0.39906181053164963,18.353846153846156,45.3886636,-73.9582892,0.166084426955009,0.135997385703489,0.0154047521404677,0,0.128904813195433,0.326122547138537,0.0019659450077556,0.225076206793043,23.6884155969615,7,61.1389444239603,Montreal,North America,Nearctic,Temperate Broadleaf & Mixed Forests,46.991,1. High income: OECD,L2775047
17.19387755102041,0.20499014755513875,37.29230769230768,45.6438681,-73.603785,0.0583874003049077,0.201763003059427,0.0505850471039441,9.11371241579428e-4,0.103903468583323,0.0836093159983853,3.57845062945735e-4,0.500388404834162,20.9564445848228,20,120.152851980197,Montreal,North America,Nearctic,Temperate Broadleaf & Mixed Forests,46.991,1. High income: OECD,L4811164
10.666666666666666,0.5211823998305612,22.32307692307691,45.601593,-73.82129,0.0972132200382773,0.0647367410377328,0.0451377593307739,3.77639216820693e-4,0.185906356334441,0.0507855636178923,0.00207701569251381,0.552695726950556,32.4954038174227,10,120.742449860146,Montreal,North America,Nearctic,Temperate Broadleaf & Mixed Forests,46.991,1. High income: OECD,L7157297
8.04421768707483,0.8740054899976156,15.492307692307687,45.535228,-73.628288,0.0382961278579527,0.00668741091802094,0.0204850512986022,0,0.0581104588088392,0.0162447429107383,6.46721869763476e-4,0.859529486336083,27.0233177879059,50,471.521978313736,Montreal,North America,Nearctic,Temperate Broadleaf & Mixed Forests,46.991,1. High income: OECD,L2972636
