jetz_scientific_name,city_count,region_count,presence_ratio,birdlife_v3_family_name,birdlife_v3_family_name_english
Acrocephalus_scirpaceus,12,38,0.316,Sylviidae,Old World warblers
Anthus_spragueii,0,9,0.0,Motacillidae,Wagtails and pipits
Caprimulgus_vociferus,3,18,0.167,Caprimulgidae,Nightjars
Brotogeris_jugularis,2,2,1.0,Psittacidae,Parrots
Thryothorus_leucotis,0,3,0.0,Troglodytidae,Wrens
Carpodacus_rodochroa,0,1,0.0,Fringillidae,Finches and Hawaiian honeycreepers
Carpodacus_synoicus,0,1,0.0,Fringillidae,Finches and Hawaiian honeycreepers
Veniliornis_kirkii,0,2,0.0,Picidae,Woodpeckers
Lonchura_malabarica,17,25,0.68,Estrildidae,"Waxbills, grass finches, munias and allies"
Fringilla_coelebs,21,26,0.808,Fringillidae,Finches and Hawaiian honeycreepers
Junco_phaeonotus,1,4,0.25,Emberizidae,"Buntings, American sparrows and allies"
Nectarinia_calcostetha,0,3,0.0,Nectariniidae,Sunbirds
Phylloscopus_nitidus,2,17,0.118,Sylviidae,Old World warblers
Pitangus_sulphuratus,15,16,0.938,Tyrannidae,Tyrant-flycatchers
Dendroica_occidentalis,5,11,0.455,Parulidae,New World warblers
Troglodytes_aedon,39,42,0.929,Troglodytidae,Wrens
Tachymarptis_melba,8,29,0.276,Apodidae,Swifts
Pseudoscops_clamator,2,9,0.222,Strigidae,Owls
Busarellus_nigricollis,0,12,0.0,Accipitridae,"Osprey, kites, hawks and eagles"
Cinclodes_patagonicus,0,1,0.0,Furnariidae,Ovenbirds
Coccycua_pumila,0,2,0.0,Cuculidae,Cuckoos
Empidonax_minimus,10,18,0.556,Tyrannidae,Tyrant-flycatchers
Locustella_pryeri,0,4,0.0,Sylviidae,Old World warblers
Merops_bullockoides,0,3,0.0,Meropidae,Bee-eaters
Neophron_percnopterus,2,39,0.051,Accipitridae,"Osprey, kites, hawks and eagles"
Pavo_cristatus,20,28,0.714,Phasianidae,"Grouse, pheasants and partridges"
Pitta_moluccensis,1,3,0.333,Pittidae,Pittas
Parus_palustris,5,17,0.294,Paridae,Tits and chickadees
Porzana_fluminea,2,2,1.0,Rallidae,"Rails, crakes and allies"
Megalaima_asiatica,2,6,0.333,Ramphastidae,Toucans and barbets
Alcippe_brunnea,1,5,0.2,Timaliidae,Babblers and parrotbills
Sporophila_ardesiaca,0,4,0.0,Emberizidae,"Buntings, American sparrows and allies"
Sporophila_lineola,0,9,0.0,Emberizidae,"Buntings, American sparrows and allies"
Tachyphonus_cristatus,1,7,0.143,Thraupidae,Tanagers
Tadorna_ferruginea,9,39,0.231,Anatidae,"Ducks, geese and swans"
Urosphena_squameiceps,2,19,0.105,Sylviidae,Old World warblers
Vireo_cassinii,7,12,0.583,Vireonidae,Vireos and allies
Anthracoceros_albirostris,1,17,0.059,Bucerotidae,Hornbills
Arremon_brunneinucha,0,5,0.0,Emberizidae,"Buntings, American sparrows and allies"
Chlorestes_notata,1,6,0.167,Trochilidae,Hummingbirds
Chordeiles_minor,12,38,0.316,Caprimulgidae,Nightjars
Cisticola_cantans,3,6,0.5,Cisticolidae,Cisticolas and allies
Corvinella_corvina,2,4,0.5,Laniidae,Shrikes
Corvus_monedula,17,23,0.739,Corvidae,Crows and jays
Dicrurus_macrocercus,37,48,0.771,Dicruridae,Drongos
Dromococcyx_phasianellus,0,11,0.0,Cuculidae,Cuckoos
Ensifera_ensifera,2,2,1.0,Trochilidae,Hummingbirds
Eremopterix_leucopareia,0,1,0.0,Alaudidae,Larks
Falco_moluccensis,1,2,0.5,Falconidae,Falcons and caracaras
Ficedula_dumetoria,0,1,0.0,Muscicapidae,Chats and Old World flycatchers
Geotrygon_caniceps,0,1,0.0,Columbidae,Doves and pigeons
Himantopus_himantopus,38,111,0.342,Recurvirostridae,Stilts and avocets
Knipolegus_nigerrimus,0,3,0.0,Tyrannidae,Tyrant-flycatchers
Lalage_nigra,4,4,1.0,Campephagidae,Cuckoo-shrikes
Lanius_bucephalus,4,14,0.286,Laniidae,Shrikes
Nectarinia_zeylonica,13,14,0.929,Nectariniidae,Sunbirds
Limnodromus_semipalmatus,0,9,0.0,Scolopacidae,Sandpipers and allies
Pachyramphus_spodiurus,0,1,0.0,Cotingidae,Cotingas
Pelecanus_crispus,2,21,0.095,Pelecanidae,Pelicans
Phylloscopus_coronatus,4,26,0.154,Sylviidae,Old World warblers
Platyrinchus_mystaceus,2,10,0.2,Tyrannidae,Tyrant-flycatchers
Ploceus_aurantius,0,1,0.0,Ploceidae,Weavers and allies
Pycnonotus_sinensis,14,15,0.933,Pycnonotidae,Bulbuls
Serinus_canicollis,1,3,0.333,Fringillidae,Finches and Hawaiian honeycreepers
Sterna_superciliaris,0,7,0.0,Laridae,Gulls and terns
Telophorus_zeylonus,2,3,0.667,Malaconotidae,"Helmetshrikes, bushshrikes and puffbacks"
Timalia_pileata,0,8,0.0,Timaliidae,Babblers and parrotbills
Arachnothera_longirostra,2,10,0.2,Nectariniidae,Sunbirds
Buteogallus_aequinoctialis,0,4,0.0,Accipitridae,"Osprey, kites, hawks and eagles"
Charadrius_hiaticula,12,24,0.5,Charadriidae,Plovers
Charadrius_wilsonia,0,8,0.0,Charadriidae,Plovers
Chiroxiphia_pareola,1,4,0.25,Pipridae,Manakins
Circus_assimilis,0,3,0.0,Accipitridae,"Osprey, kites, hawks and eagles"
Cyanerpes_cyaneus,0,7,0.0,Thraupidae,Tanagers
Falco_tinnunculus,40,88,0.455,Falconidae,Falcons and caracaras
Manacus_manacus,0,7,0.0,Pipridae,Manakins
Mulleripicus_pulverulentus,0,4,0.0,Picidae,Woodpeckers
Nycticorax_nycticorax,84,115,0.73,Ardeidae,Herons and egrets
Phapitreron_leucotis,1,1,1.0,Columbidae,Doves and pigeons
Pulsatrix_perspicillata,0,13,0.0,Strigidae,Owls
Riparia_riparia,20,94,0.213,Hirundinidae,Swallows and martins
Carduelis_spinus,20,41,0.488,Fringillidae,Finches and Hawaiian honeycreepers
Haplospiza_rustica,0,3,0.0,Emberizidae,"Buntings, American sparrows and allies"
Sporophila_caerulescens,4,5,0.8,Emberizidae,"Buntings, American sparrows and allies"
Sublegatus_modestus,0,3,0.0,Tyrannidae,Tyrant-flycatchers
Tringa_guttifer,0,3,0.0,Scolopacidae,Sandpipers and allies
Anas_rubripes,8,10,0.8,Anatidae,"Ducks, geese and swans"
Archilochus_alexandri,6,10,0.6,Trochilidae,Hummingbirds
Cacicus_haemorrhous,2,7,0.286,Icteridae,New World blackbirds
Calidris_ptilocnemis,0,4,0.0,Scolopacidae,Sandpipers and allies
Catharus_minimus,4,19,0.211,Turdidae,Thrushes
Grallaria_ruficapilla,1,4,0.25,Formicariidae,Antthrushes and antpittas
Gymnogyps_californianus,0,4,0.0,Cathartidae,New World vultures
Gyps_bengalensis,0,30,0.0,Accipitridae,"Osprey, kites, hawks and eagles"
Hippolais_polyglotta,3,10,0.3,Sylviidae,Old World warblers
Icterus_cucullatus,9,9,1.0,Icteridae,New World blackbirds
Myadestes_townsendi,3,7,0.429,Turdidae,Thrushes
Myiagra_inquieta,0,2,0.0,Monarchidae,Monarchs
Podiceps_nigricollis,15,46,0.326,Podicipedidae,Grebes
Psaltriparus_minimus,9,11,0.818,Aegithalidae,Long-tailed Tits
Pterocles_senegallus,0,4,0.0,Pteroclididae,Sandgrouse
Pycnonotus_luteolus,10,13,0.769,Pycnonotidae,Bulbuls
Saxicola_torquatus,3,75,0.04,Muscicapidae,Chats and Old World flycatchers
Caprimulgus_heterurus,0,1,0.0,Caprimulgidae,Nightjars
Spizixos_semitorques,7,12,0.583,Pycnonotidae,Bulbuls
Minla_cyanouroptera,1,6,0.167,Timaliidae,Babblers and parrotbills
Actophilornis_africanus,6,11,0.545,Jacanidae,Jacanas
Anthus_cervinus,5,26,0.192,Motacillidae,Wagtails and pipits
Branta_canadensis,23,23,1.0,Anatidae,"Ducks, geese and swans"
Calcarius_lapponicus,3,18,0.167,Emberizidae,"Buntings, American sparrows and allies"
Chaetocercus_mulsant,1,2,0.5,Trochilidae,Hummingbirds
Chrysolophus_pictus,0,2,0.0,Phasianidae,"Grouse, pheasants and partridges"
Aquila_clanga,2,46,0.043,Accipitridae,"Osprey, kites, hawks and eagles"
Contopus_cinereus,1,9,0.111,Tyrannidae,Tyrant-flycatchers
Corvus_albus,9,12,0.75,Corvidae,Crows and jays
Corvus_splendens,33,38,0.868,Corvidae,Crows and jays
Francolinus_sephaena,0,1,0.0,Phasianidae,"Grouse, pheasants and partridges"
Haliaeetus_leucogaster,4,23,0.174,Accipitridae,"Osprey, kites, hawks and eagles"
Garrulax_cineraceus,0,8,0.0,Timaliidae,Babblers and parrotbills
Icterus_spurius,13,18,0.722,Icteridae,New World blackbirds
Hippolais_rama,6,22,0.273,Sylviidae,Old World warblers
Meiglyptes_tukki,0,2,0.0,Picidae,Woodpeckers
Passer_diffusus,3,3,1.0,Passeridae,"Sparrows, snowfinches and allies"
Pericrocotus_brevirostris,0,4,0.0,Campephagidae,Cuckoo-shrikes
Picus_viridis,11,16,0.688,Picidae,Woodpeckers
Pionus_maximiliani,1,7,0.143,Psittacidae,Parrots
Carduelis_psaltria,13,13,1.0,Fringillidae,Finches and Hawaiian honeycreepers
Trigonoceps_occipitalis,0,4,0.0,Accipitridae,"Osprey, kites, hawks and eagles"
Aix_sponsa,18,18,1.0,Anatidae,"Ducks, geese and swans"
Arremon_torquatus,2,4,0.5,Emberizidae,"Buntings, American sparrows and allies"
Charadrius_vociferus,25,34,0.735,Charadriidae,Plovers
Cyanolyca_turcosa,0,1,0.0,Corvidae,Crows and jays
Emberiza_sulphurata,0,5,0.0,Emberizidae,"Buntings, American sparrows and allies"
Ficedula_hyperythra,1,8,0.125,Muscicapidae,Chats and Old World flycatchers
Gerygone_fusca,0,2,0.0,Acanthizidae,Thornbills and gerygones
Ichthyophaga_ichthyaetus,2,18,0.111,Accipitridae,"Osprey, kites, hawks and eagles"
Hymenops_perspicillatus,1,3,0.333,Tyrannidae,Tyrant-flycatchers
Incaspiza_pulchra,0,1,0.0,Emberizidae,"Buntings, American sparrows and allies"
Lonchura_maja,2,4,0.5,Estrildidae,"Waxbills, grass finches, munias and allies"
Anas_penelope,18,61,0.295,Anatidae,"Ducks, geese and swans"
Ocyceros_birostris,14,18,0.778,Bucerotidae,Hornbills
Perdicula_argoondah,0,9,0.0,Phasianidae,"Grouse, pheasants and partridges"
Poospiza_nigrorufa,1,2,0.5,Emberizidae,"Buntings, American sparrows and allies"
Megalaima_virens,4,10,0.4,Ramphastidae,Toucans and barbets
Psophodes_olivaceus,2,2,1.0,Eupetidae,"Whipbirds, wedgebills and jewel-babblers"
Quiscalus_quiscula,12,12,1.0,Icteridae,New World blackbirds
Sterna_aurantia,11,29,0.379,Laridae,Gulls and terns
Turnix_pyrrhothorax,0,2,0.0,Turnicidae,Buttonquails
Vanellus_chilensis,11,14,0.786,Charadriidae,Plovers
Accipiter_collaris,0,2,0.0,Accipitridae,"Osprey, kites, hawks and eagles"
Accipiter_poliogaster,0,7,0.0,Accipitridae,"Osprey, kites, hawks and eagles"
Ardea_purpurea,35,77,0.455,Ardeidae,Herons and egrets
Aythya_fuligula,20,64,0.313,Anatidae,"Ducks, geese and swans"
Buteo_rufinus,5,28,0.179,Accipitridae,"Osprey, kites, hawks and eagles"
Cacomantis_sonneratii,2,19,0.105,Cuculidae,Cuckoos
Dendrocopos_major,22,32,0.688,Picidae,Woodpeckers
Picoides_pubescens,17,17,1.0,Picidae,Woodpeckers
Pitta_kochi,0,1,0.0,Pittidae,Pittas
Eurocephalus_rueppelli,0,2,0.0,Laniidae,Shrikes
Halcyon_coromanda,0,17,0.0,Alcedinidae,Kingfishers
Indicator_indicator,1,9,0.111,Indicatoridae,Honeyguides
Locustella_fluviatilis,1,24,0.042,Sylviidae,Old World warblers
Muscicapa_sibirica,1,39,0.026,Muscicapidae,Chats and Old World flycatchers
Pernis_apivorus,2,35,0.057,Accipitridae,"Osprey, kites, hawks and eagles"
Phalacrocorax_auritus,19,20,0.95,Phalacrocoracidae,Cormorants
Progne_chalybea,8,16,0.5,Hirundinidae,Swallows and martins
Buteo_magnirostris,12,15,0.8,Accipitridae,"Osprey, kites, hawks and eagles"
Sarothrura_rufa,1,7,0.143,Rallidae,"Rails, crakes and allies"
Paradoxornis_webbianus,9,16,0.563,Timaliidae,Babblers and parrotbills
Tachyphonus_coronatus,3,4,0.75,Thraupidae,Tanagers
Tyrannus_melancholicus,18,19,0.947,Tyrannidae,Tyrant-flycatchers
Vireo_olivaceus,23,33,0.697,Vireonidae,Vireos and allies
Accipiter_minullus,2,5,0.4,Accipitridae,"Osprey, kites, hawks and eagles"
Campephilus_pollens,0,3,0.0,Picidae,Woodpeckers
Cyanopica_cyanus,9,11,0.818,Corvidae,Crows and jays
Euphonia_chlorotica,6,8,0.75,Thraupidae,Tanagers
Glareola_lactea,2,21,0.095,Glareolidae,Coursers and pratincoles
Lagonosticta_senegala,5,10,0.5,Estrildidae,"Waxbills, grass finches, munias and allies"
Lanius_senator,3,20,0.15,Laniidae,Shrikes
Lophura_ignita,0,2,0.0,Phasianidae,"Grouse, pheasants and partridges"
Mergus_merganser,22,39,0.564,Anatidae,"Ducks, geese and swans"
Myadestes_genibarbis,0,2,0.0,Turdidae,Thrushes
Myrmoborus_lugubris,0,1,0.0,Thamnophilidae,Antbirds
Sitta_castanea,2,15,0.133,Sittidae,Nuthatches and Wallcreeper
Sitta_krueperi,0,1,0.0,Sittidae,Nuthatches and Wallcreeper
Coturnix_ypsilophora,2,7,0.286,Phasianidae,"Grouse, pheasants and partridges"
Xolmis_velatus,0,2,0.0,Tyrannidae,Tyrant-flycatchers
Anthus_sylvanus,0,4,0.0,Motacillidae,Wagtails and pipits
Nectarinia_olivacea,1,4,0.25,Nectariniidae,Sunbirds
Dicaeum_erythrorhynchos,12,17,0.706,Dicaeidae,Flowerpeckers
Dryocopus_pileatus,11,11,1.0,Picidae,Woodpeckers
Icterus_bullockii,10,13,0.769,Icteridae,New World blackbirds
Icterus_jamacaii,0,5,0.0,Icteridae,New World blackbirds
Ixobrychus_eurhythmus,0,24,0.0,Ardeidae,Herons and egrets
Lanius_minor,0,13,0.0,Laniidae,Shrikes
Milvago_chimango,2,4,0.5,Falconidae,Falcons and caracaras
Milvus_migrans,48,91,0.527,Accipitridae,"Osprey, kites, hawks and eagles"
Monticola_rufiventris,0,8,0.0,Muscicapidae,Chats and Old World flycatchers
Prinia_gracilis,6,19,0.316,Cisticolidae,Cisticolas and allies
Pseudoleistes_guirahuro,1,3,0.333,Icteridae,New World blackbirds
Recurvirostra_americana,7,13,0.538,Recurvirostridae,Stilts and avocets
Sicalis_columbiana,0,1,0.0,Emberizidae,"Buntings, American sparrows and allies"
Caprimulgus_longirostris,1,12,0.083,Caprimulgidae,Nightjars
Touit_huetii,0,1,0.0,Psittacidae,Parrots
Xenus_cinereus,5,23,0.217,Scolopacidae,Sandpipers and allies
Zenaida_asiatica,10,12,0.833,Columbidae,Doves and pigeons
Amazilia_tobaci,1,1,1.0,Trochilidae,Hummingbirds
Anthus_campestris,4,35,0.114,Motacillidae,Wagtails and pipits
Circaetus_cinereus,0,8,0.0,Accipitridae,"Osprey, kites, hawks and eagles"
Clamator_glandarius,0,17,0.0,Cuculidae,Cuckoos
Columba_pulchricollis,1,1,1.0,Columbidae,Doves and pigeons
Cursorius_coromandelicus,0,18,0.0,Glareolidae,Coursers and pratincoles
Eudynamys_orientalis,1,2,0.5,Cuculidae,Cuckoos
Gracula_religiosa,2,11,0.182,Sturnidae,Starlings
Myiobius_atricaudus,0,9,0.0,Tyrannidae,Tyrant-flycatchers
Odontophorus_gujanensis,0,3,0.0,Odontophoridae,New World quails
Otus_rufescens,0,3,0.0,Strigidae,Owls
Gallinula_angulata,0,6,0.0,Rallidae,"Rails, crakes and allies"
Phasianus_colchicus,21,46,0.457,Phasianidae,"Grouse, pheasants and partridges"
Phylloscartes_venezuelanus,0,1,0.0,Tyrannidae,Tyrant-flycatchers
Seicercus_castaniceps,1,9,0.111,Sylviidae,Old World warblers
Platycercus_eximius,2,2,1.0,Psittacidae,Parrots
Pyrrhula_nipalensis,0,8,0.0,Fringillidae,Finches and Hawaiian honeycreepers
Regulus_regulus,18,36,0.5,Reguliidae,Goldcrests and kinglets
Sylvia_borin,10,37,0.27,Sylviidae,Old World warblers
Tadorna_cana,1,3,0.333,Anatidae,"Ducks, geese and swans"
Amaurornis_flavirostra,4,11,0.364,Rallidae,"Rails, crakes and allies"
Cacomantis_passerinus,9,20,0.45,Cuculidae,Cuckoos
Calandrella_cinerea,1,5,0.2,Alaudidae,Larks
Charadrius_alexandrinus,16,63,0.254,Charadriidae,Plovers
Francolinus_pictus,3,10,0.3,Phasianidae,"Grouse, pheasants and partridges"
Galerida_cristata,17,41,0.415,Alaudidae,Larks
Petronia_superciliaris,0,3,0.0,Passeridae,"Sparrows, snowfinches and allies"
Knipolegus_poecilurus,0,2,0.0,Tyrannidae,Tyrant-flycatchers
Pipilo_fuscus,3,5,0.6,Emberizidae,"Buntings, American sparrows and allies"
Basileuterus_leucoblepharus,2,4,0.5,Parulidae,New World warblers
Necrosyrtes_monachus,3,6,0.5,Accipitridae,"Osprey, kites, hawks and eagles"
Nyctibius_grandis,0,7,0.0,Nyctibiidae,Potoos
Oenanthe_bottae,0,3,0.0,Muscicapidae,Chats and Old World flycatchers
Passer_melanurus,2,2,1.0,Passeridae,"Sparrows, snowfinches and allies"
Ploceus_benghalensis,2,15,0.133,Ploceidae,Weavers and allies
Poecilotriccus_plumbeiceps,2,4,0.5,Tyrannidae,Tyrant-flycatchers
Stagonopleura_bella,0,2,0.0,Estrildidae,"Waxbills, grass finches, munias and allies"
Sturnus_albofrontatus,0,1,0.0,Sturnidae,Starlings
Tephrodornis_pondicerianus,6,26,0.231,Campephagidae,Cuckoo-shrikes
Treron_curvirostra,1,6,0.167,Columbidae,Doves and pigeons
Turtur_chalcospilos,0,3,0.0,Columbidae,Doves and pigeons
Agapornis_taranta,1,1,1.0,Psittacidae,Parrots
Ammomanes_cinctura,0,4,0.0,Alaudidae,Larks
Anastomus_lamelligerus,2,7,0.286,Ciconiidae,Storks
Atalotriccus_pilaris,0,2,0.0,Tyrannidae,Tyrant-flycatchers
Butorides_striata,40,106,0.377,Ardeidae,Herons and egrets
Celeus_undatus,0,1,0.0,Picidae,Woodpeckers
Nectarinia_amethystina,4,4,1.0,Nectariniidae,Sunbirds
Charadrius_melodus,4,10,0.4,Charadriidae,Plovers
Chloroceryle_americana,8,22,0.364,Alcedinidae,Kingfishers
Cranioleuca_pallida,1,3,0.333,Furnariidae,Ovenbirds
Stachyris_melanothorax,0,1,0.0,Timaliidae,Babblers and parrotbills
Coracina_morio,0,1,0.0,Campephagidae,Cuckoo-shrikes
Empidonax_oberholseri,2,9,0.222,Tyrannidae,Tyrant-flycatchers
Eremomela_pusilla,3,3,1.0,Sylviidae,Old World warblers
Euplectes_afer,2,5,0.4,Ploceidae,Weavers and allies
Grus_grus,1,22,0.045,Gruidae,Cranes
Gubernatrix_cristata,0,1,0.0,Emberizidae,"Buntings, American sparrows and allies"
Gyps_coprotheres,0,4,0.0,Accipitridae,"Osprey, kites, hawks and eagles"
Lichenostomus_leucotis,2,2,1.0,Meliphagidae,Honeyeaters
Passerculus_sandwichensis,19,23,0.826,Emberizidae,"Buntings, American sparrows and allies"
Trichastoma_pyrrogenys,0,1,0.0,Timaliidae,Babblers and parrotbills
Piaya_cayana,9,15,0.6,Cuculidae,Cuckoos
Polioptila_plumbea,3,10,0.3,Polioptilidae,Gnatcatchers
Tangara_heinei,0,5,0.0,Thraupidae,Tanagers
Acrocephalus_concinens,0,13,0.0,Sylviidae,Old World warblers
Corvus_dauuricus,1,13,0.077,Corvidae,Crows and jays
Cymbirhynchus_macrorhynchos,0,3,0.0,Eurylaimidae,Broadbills
Enicurus_scouleri,0,10,0.0,Muscicapidae,Chats and Old World flycatchers
Falco_naumanni,1,47,0.021,Falconidae,Falcons and caracaras
Falco_peregrinus,43,122,0.352,Falconidae,Falcons and caracaras
Gorsachius_goisagi,0,12,0.0,Ardeidae,Herons and egrets
Pitta_elliotii,0,2,0.0,Pittidae,Pittas
Ibidorhyncha_struthersii,0,6,0.0,Ibidorhynchidae,Ibisbill
Ixobrychus_exilis,7,30,0.233,Ardeidae,Herons and egrets
Notiochelidon_murina,2,2,1.0,Hirundinidae,Swallows and martins
Phaethornis_guy,0,2,0.0,Trochilidae,Hummingbirds
Sterna_acuticauda,0,26,0.0,Laridae,Gulls and terns
Thraupis_sayaca,8,8,1.0,Thraupidae,Tanagers
Amaurornis_akool,1,28,0.036,Rallidae,"Rails, crakes and allies"
Accipiter_soloensis,5,19,0.263,Accipitridae,"Osprey, kites, hawks and eagles"
Agelaius_phoeniceus,21,23,0.913,Icteridae,New World blackbirds
Grus_canadensis,5,10,0.5,Gruidae,Cranes
Aquila_nipalensis,2,53,0.038,Accipitridae,"Osprey, kites, hawks and eagles"
Aramus_guarauna,7,15,0.467,Aramidae,Limpkin
Batis_capensis,1,2,0.5,Platysteiridae,"Shrike-flycatchers, wattle-eyes and batises"
Biatas_nigropectus,0,3,0.0,Thamnophilidae,Antbirds
Buteo_regalis,1,9,0.111,Accipitridae,"Osprey, kites, hawks and eagles"
Buteogallus_anthracinus,1,6,0.167,Accipitridae,"Osprey, kites, hawks and eagles"
Limicola_falcinellus,1,21,0.048,Scolopacidae,Sandpipers and allies
Cisticola_bodessa,0,1,0.0,Cisticolidae,Cisticolas and allies
Colius_striatus,5,7,0.714,Coliidae,Mousebirds
Corvus_ruficollis,1,5,0.2,Corvidae,Crows and jays
Falco_cherrug,0,31,0.0,Falconidae,Falcons and caracaras
Ficedula_parva,14,44,0.318,Muscicapidae,Chats and Old World flycatchers
Hylophilus_flavipes,1,3,0.333,Vireonidae,Vireos and allies
Nettapus_coromandelianus,9,43,0.209,Anatidae,"Ducks, geese and swans"
Pelecanus_erythrorhynchos,9,12,0.75,Pelecanidae,Pelicans
Petrochelidon_rufocollaris,0,2,0.0,Hirundinidae,Swallows and martins
Streptopelia_orientalis,17,43,0.395,Columbidae,Doves and pigeons
Sylvia_hortensis,3,25,0.12,Sylviidae,Old World warblers
Garrulax_elliotii,0,2,0.0,Timaliidae,Babblers and parrotbills
Upupa_epops,44,78,0.564,Upupidae,Hoopoes
Porzana_fusca,8,37,0.216,Rallidae,"Rails, crakes and allies"
Aeronautes_saxatalis,5,11,0.455,Apodidae,Swifts
Anas_bahamensis,1,8,0.125,Anatidae,"Ducks, geese and swans"
Aplonis_panayensis,3,6,0.5,Sturnidae,Starlings
Botaurus_stellaris,2,53,0.038,Ardeidae,Herons and egrets
Campethera_abingoni,1,4,0.25,Picidae,Woodpeckers
Charadrius_marginatus,1,6,0.167,Charadriidae,Plovers
Ciconia_episcopus,7,34,0.206,Ciconiidae,Storks
Ciconia_nigra,1,54,0.019,Ciconiidae,Storks
Coracina_caesia,0,3,0.0,Campephagidae,Cuckoo-shrikes
Corvus_corone,12,35,0.343,Corvidae,Crows and jays
Crypturellus_tataupa,1,7,0.143,Tinamidae,Tinamous
Pipra_pipra,0,3,0.0,Pipridae,Manakins
Emberiza_stewarti,0,8,0.0,Emberizidae,"Buntings, American sparrows and allies"
Aquila_wahlbergi,1,8,0.125,Accipitridae,"Osprey, kites, hawks and eagles"
Hippolais_icterina,3,15,0.2,Sylviidae,Old World warblers
Laterallus_melanophaius,7,10,0.7,Rallidae,"Rails, crakes and allies"
Limosa_limosa,17,85,0.2,Scolopacidae,Sandpipers and allies
Locustella_naevia,3,14,0.214,Sylviidae,Old World warblers
Oenanthe_isabellina,4,28,0.143,Muscicapidae,Chats and Old World flycatchers
Pseudocolaptes_boissonneautii,0,4,0.0,Furnariidae,Ovenbirds
Pyrrhula_pyrrhula,10,23,0.435,Fringillidae,Finches and Hawaiian honeycreepers
Alauda_gulgula,9,46,0.196,Alaudidae,Larks
Grus_virgo,0,29,0.0,Gruidae,Cranes
Bartramia_longicauda,0,27,0.0,Scolopacidae,Sandpipers and allies
Bubo_nipalensis,0,9,0.0,Strigidae,Owls
Caprimulgus_macrurus,2,16,0.125,Caprimulgidae,Nightjars
Clamator_coromandus,5,43,0.116,Cuculidae,Cuckoos
Corvus_capensis,0,5,0.0,Corvidae,Crows and jays
Cossypha_cyanocampter,0,2,0.0,Muscicapidae,Chats and Old World flycatchers
Coturnix_coturnix,1,60,0.017,Phasianidae,"Grouse, pheasants and partridges"
Miliaria_calandra,4,22,0.182,Emberizidae,"Buntings, American sparrows and allies"
Gavia_pacifica,4,8,0.5,Gaviidae,Loons or divers
Geopelia_striata,6,6,1.0,Columbidae,Doves and pigeons
Lanius_tephronotus,2,8,0.25,Laniidae,Shrikes
Malacoptila_striata,1,4,0.25,Bucconidae,Puffbirds
Melanerpes_carolinus,8,8,1.0,Picidae,Woodpeckers
Numenius_tenuirostris,0,3,0.0,Scolopacidae,Sandpipers and allies
Ploceus_insignis,0,1,0.0,Ploceidae,Weavers and allies
Psittacula_krameri,52,66,0.788,Psittacidae,Parrots
Sitta_europaea,13,34,0.382,Sittidae,Nuthatches and Wallcreeper
Syrrhaptes_paradoxus,0,2,0.0,Pteroclididae,Sandgrouse
Todiramphus_sanctus,4,4,1.0,Alcedinidae,Kingfishers
Torgos_tracheliotos,0,9,0.0,Accipitridae,"Osprey, kites, hawks and eagles"
Stachyris_whiteheadi,0,1,0.0,Timaliidae,Babblers and parrotbills
Aegolius_acadicus,1,19,0.053,Strigidae,Owls
Agelaioides_badius,2,5,0.4,Icteridae,New World blackbirds
Bucephala_islandica,3,4,0.75,Anatidae,"Ducks, geese and swans"
Carpodacus_vinaceus,0,4,0.0,Fringillidae,Finches and Hawaiian honeycreepers
Strix_virgata,0,12,0.0,Strigidae,Owls
Columba_livia,56,57,0.982,Columbidae,Doves and pigeons
Oreomanes_fraseri,0,1,0.0,Thraupidae,Tanagers
Dinopium_rafflesii,0,2,0.0,Picidae,Woodpeckers
Aratinga_pertinax,2,3,0.667,Psittacidae,Parrots
Icterus_chrysater,2,5,0.4,Icteridae,New World blackbirds
Ixobrychus_flavicollis,11,28,0.393,Ardeidae,Herons and egrets
Ixobrychus_minutus,14,29,0.483,Ardeidae,Herons and egrets
Loxia_leucoptera,0,12,0.0,Fringillidae,Finches and Hawaiian honeycreepers
Mirafra_affinis,5,7,0.714,Alaudidae,Larks
Pitta_megarhyncha,0,2,0.0,Pittidae,Pittas
Rhipidura_albicollis,12,20,0.6,Rhipiduridae,Fantails
Dendroica_tigrina,10,13,0.769,Parulidae,New World warblers
Spizella_atrogularis,2,7,0.286,Emberizidae,"Buntings, American sparrows and allies"
Tringa_flavipes,22,44,0.5,Scolopacidae,Sandpipers and allies
Accipiter_nisus,23,58,0.397,Accipitridae,"Osprey, kites, hawks and eagles"
Aethopyga_nipalensis,0,1,0.0,Nectariniidae,Sunbirds
Anthus_hellmayri,0,4,0.0,Motacillidae,Wagtails and pipits
Ardeola_ralloides,9,24,0.375,Ardeidae,Herons and egrets
Calidris_mauri,8,21,0.381,Scolopacidae,Sandpipers and allies
Cariama_cristata,0,7,0.0,Cariamidae,Seriemas
Copsychus_saularis,41,43,0.953,Muscicapidae,Chats and Old World flycatchers
Dives_warszewiczi,2,2,1.0,Icteridae,New World blackbirds
Empidonax_virescens,5,15,0.333,Tyrannidae,Tyrant-flycatchers
Eremopterix_griseus,9,25,0.36,Alaudidae,Larks
Falco_ardosiaceus,1,5,0.2,Falconidae,Falcons and caracaras
Falco_chicquera,2,25,0.08,Falconidae,Falcons and caracaras
Formicivora_melanogaster,0,3,0.0,Thamnophilidae,Antbirds
