name,population,total_area,city_gdp_per_population,percentage_urban_area_as_open_public_spaces,percentage_urban_area_as_open_public_spaces_and_streets,percentage_urban_area_as_streets,share_of_population_within_400m_of_open_space,closed_forest,cultivated,herbaceous_vegetation,herbaceous_wetland,open_forest,permanent_water,shrubs,urban,city_mean_elevation,city_elevation_delta,region_100km_mean_elevation,region_100km_elevation_delta,region_50km_mean_elevation,region_50km_elevation_delta,region_20km_mean_elevation,region_20km_elevation_delta,region_100km_urban,region_100km_cultivated,region_50km_urban,region_50km_cultivated,region_20km_urban,region_20km_cultivated,mean_population_exposure_to_pm2_5_2019,city_average_pop_density,city_delta_pop_density,city_max_pop_density,region_100km_average_pop_density,region_50km_average_pop_density,region_20km_average_pop_density,city_includes_estuary,region_100km_includes_estuary,region_50km_includes_estuary,region_20km_includes_estuary,pop1950,pop1955,pop1960,pop1965,pop1970,pop1975,pop1980,pop1985,pop1990,pop1995,pop2000,pop2005,pop2010,pop2015,pop2020,biome_name,realm,number_of_biomes,happiness_future_life,happiness_positive_effect,happiness_negative_effect,temperature_annual_average,temperature_monthly_min,temperature_monthly_max,rainfall_annual_average,rainfall_monthly_min,rainfall_monthly_max,merlin_pool_size,birdlife_pool_size,either_pool_size,both_pool_size,city_ndvi,city_ssm,city_susm,region_20km_ndvi,region_20km_ssm,region_20km_susm,region_50km_ndvi,region_50km_ssm,region_50km_susm,region_100km_ndvi,region_100km_ssm,region_100km_susm,city_percentage_protected,region_20km_percentage_protected,region_50km_percentage_protected,region_100km_percentage_protected,city_centre_latitude
Izmir,2792996,35220.7702574692,,3.83,29.65,25.82,68.95,0.0641935820670881,0.0650559878382101,0.0823237436894041,0.000564798718680251,0.0633885972717126,0.0039484763357725,0.0594755146252658,0.583531527764167,219.175948963166,848,162.303646192503,1378,175.587475409719,1034,245.816227236089,982,0.0196416777140133,0.170810796167759,0.0295254797452637,0.207713544755159,0.0505116572778956,0.234573504702561,24.3,528.303862895563,3861.86743164063,3861.86743164063,7.88181390210352,10.3371039232364,16.5912673760128,false,true,false,false,220,290,360,560,880,1050,1220,1470,1740,1970,2220,2490,2590,2720,2920,"Mediterranean Forests, Woodlands & Scrub",Palearctic,1,6.139,0.428,0.306,16.9679346494526,4.31138687177083,32.7415570775732,675.109918580542,2.78175306842667,140.702023365745,219,206,264,161,2804.41559813984,10.5409474683141,45.7374493899804,4969.71573577185,10.9790141400895,47.1933497510951,5066.15923990579,13.9433697761291,47.8671244146517,4968.23688368442,14.9085990961962,48.6050259736428,0.0018342563520435,0.0564465418130987,0.0152455711917751,0.0414719735582697,38.43
Jaipur,3605858,34323.4073642092,,4.37,21.15,16.78,18.51,0.000161818576083559,0.22385465083812,0.0347646133506036,0.00123970253666256,0.0368752352488543,0.000277403273286101,0.00921169242105247,0.691421766112417,401.576682857433,114,380.084271111542,336,385.270475733799,244,386.323540984338,213,0.0183624746275516,0.837969555839117,0.0171975150245999,0.877703015183369,0.0301586421514598,0.854488903254826,86.8,655.801645633292,3369.80444335938,3369.80444335938,21.9978899239148,21.7741764303631,29.8506837333864,false,false,false,false,290,350,400,500,620,780,980,1210,1480,1830,2260,2750,2920,3140,3480,Tropical & Subtropical Dry Broadleaf Forests,Indomalayan,1,,,,25.1356217698642,8.12957837384469,40.4808668689154,591.454713706122,2.66195317578964,212.031878959002,264,286,339,211,2851.81462705225,6.74395222559432,29.1272889930382,3631.84951360012,6.64007537306417,29.9459841006872,3544.61113097867,6.63561016868932,30.50021029499,3609.43399345413,6.61557114716405,31.494794576087,0.0,0.0,0.000493163345317982,0.0056129454219123,26.9
Jakarta,36337674,503770.359337652,,,,,,0.0303732595908911,0.264574932867875,0.0362630312054227,0.0130433489179202,0.0845023333307967,0.00243600201586623,0.00180231561955115,0.559369862603447,207.798712418762,1067,26.9315890016236,1615,258.666829629292,1494,291.630600547066,1265,0.0334452312033585,0.12272712853509,0.0479169999749785,0.163536981986117,0.0596127763272626,0.252348968712172,27.7,452.399787489212,2298.53295898438,2298.53295898438,46.4310219113864,48.9235784307573,38.1370314396839,true,true,true,true,1450,1970,2680,3300,3920,4810,5980,7010,8180,8320,8390,8840,9120,9700,10790,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,1,,,,26.4049759335621,20.768256538897,32.3599866084475,2399.40699679803,91.513316194748,350.512676726484,153,405,423,135,4502.01919835387,17.7343007003668,115.591329547448,6059.15738701125,18.7515055482099,121.9326985196,6287.22085235619,19.4902620022438,125.857726424179,6236.81182436884,20.4802256420765,120.810659307402,0.000847841956442991,0.0584235285364323,0.0424386450696177,0.028375797229081,-6.16
Johannesburg,6516242,163433.717480455,,1.85,12.7,10.84,15.4,0.000272580590796448,0.0323507808307815,0.248061546290918,0.0035943383761771,0.0153705487855624,0.0026235496209672,0.00327806313210216,0.689385122514331,1610.62222193769,182,1438.10085483496,640,1506.10774151938,518,1566.73044925425,365,0.045365358873325,0.195198294474319,0.083517723313128,0.184694598687751,0.125454043071503,0.120621691390832,39.6,248.555341418097,9782.8388671875,9782.8388671875,12.5732495821893,23.8847564503878,35.6626881580864,false,false,false,false,900,1020,1150,1290,1440,1550,1660,1770,1900,2260,2730,3260,3440,3620,3780,Montane Grasslands & Shrublands,Afrotropic,1,7.443,0.775,0.28,16.094334068661,1.84310356458838,26.550955000033,731.820609173437,6.2721325452999,131.966941642188,340,381,422,299,3427.94045593876,4.50126401473128,21.657317641625,4070.11762933755,4.57955800926358,24.7679643339548,4085.22439084543,4.61214166735268,25.8298973921533,3995.85536832792,4.56864935096559,26.8994891922367,0.0054760102118425,0.0553883589118094,0.0531368831904759,0.0484716248980718,-26.17
Kampala,3483006,52682.1360034348,,,,,,0.00190593338691117,0.0883170139381365,0.034047505462108,0.00712512835684588,0.103742124456343,0.00319371818382892,0.0431596992083018,0.718508877007525,1181.43451002774,46,1147.70934854711,244,1167.08199643474,183,1174.3457773415,91,0.0103757744346729,0.228501358072411,0.0188773702626252,0.168008532999275,0.0408820252912831,0.206042237316994,,411.818107874818,1352.79931640625,1352.79931640625,10.9131897881994,15.6155706408627,21.8483196657703,false,false,false,false,100,110,140,220,340,400,470,600,760,910,1100,1320,1420,1600,1980,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,1,,,,21.5614072835446,15.4077255660804,28.401712347105,1305.22713116892,62.2667600216415,185.134956462193,364,557,577,344,4657.90269832383,20.9937283996805,156.164527105297,5882.87399734994,21.2373706684341,146.771418617613,5205.60067689887,20.4703049680293,132.45699094714,4543.72040674414,18.9733519227293,111.335572620749,0.0187194458495868,0.110589960366771,0.0770499722019847,0.0559653180187304,0.32
Kanpur,3768333,24345.4515069031,,,,,,0.0037377575104365,0.265583611287651,0.0339354259414752,0.00465383412016183,0.0367232162600571,0.00367757917638927,0.00240197890072869,0.634546384222814,122.0,0,124.333033398404,122,120.535676869216,61,122.0,0,0.0193174053741771,0.930882930802295,0.00853026037755411,0.937515422336243,0.0138022350978644,0.932623906065637,,968.763266238113,2907.11157226563,2907.11157226563,46.9332619868725,36.2343109760975,36.2209667728871,false,false,false,false,690,810,950,1090,1250,1420,1610,1800,2000,2290,2640,3020,3160,3370,3730,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,1,,,,25.664451193704,8.42274354664999,41.4688512802538,824.078862032836,1.6850056237435,276.997582754198,195,324,342,177,3082.19301813838,7.80871355206702,34.6816441804729,4159.53358159592,8.00534791781653,34.0649193663931,4277.71386666854,8.0872514079275,34.7539875340253,4273.66305250672,8.26988254707301,37.5832877136857,0.0,0.0,0.0,0.0,26.45
Kaohsiung,2413426,45199.4222598006,,,,,,0.0214711058323583,0.0891837912798837,0.00176587551727722,0.00734594483408423,0.0573686891809897,0.0581447248228927,0.000413600603370292,0.733919378109838,104.805308396228,229,0.0,2956,186.717885291494,2591,229.71783772349,2591,0.03913687299403,0.047894085146872,0.0849711086021114,0.0590614892679177,0.178093593210505,0.110855395505298,23.5,359.30917017036,1590.83056640625,1590.83056640625,18.2959285240311,26.061215906534,52.278918302525,true,true,true,true,260,340,440,590,810,990,1160,1290,1380,1420,1470,1520,1540,1600,1740,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,1,,,,24.1615656561122,14.6420607241839,31.600026930401,1878.59862229996,11.1851824155845,476.220195725543,286,262,351,197,3290.776576332,21.7737341389188,115.657223355746,5178.44218448217,20.1086559389695,100.559102945126,6263.32739999903,19.8794189218063,107.805300966839,6446.30989490725,21.5476212945619,113.352377917375,0.0,0.0,0.0751787761078391,0.0745106049125786,22.6
Kathmandu,3529232,27039.4496025607,,,,,,0.0381523365832682,0.329295479326625,0.0116686768381723,0.0,0.0806228165623002,0.0,0.00341407679800669,0.536846613891628,1524.0,0,2126.33562769192,6949,1706.77055912368,5090,1611.67786245633,1829,0.00852917044120527,0.227242050678123,0.00298285505942853,0.131207263035634,0.00598382164581947,0.163546604429194,,811.029097540812,14839.3916015625,14839.3916015625,15.9064583578563,10.1081823481977,16.4736028109139,false,false,false,false,100,110,120,130,150,180,220,300,400,510,640,820,900,1030,1280,Temperate Broadleaf & Mixed Forests,Indomalayan,1,7.395,0.619,0.305,17.7475901842176,3.07933840646787,27.6691332592199,1550.78903745755,7.35251199090547,393.00283525075,439,490,578,351,4024.94223724255,16.4599518199114,78.5592463311887,6084.82389616749,16.7168176703969,76.4726728170164,5885.53243443799,15.3656352377226,64.642116910567,4891.58591555663,14.4309178019321,54.6076328791722,0.0197146952929633,0.0431507751093339,0.204523426514542,0.2213725671495,27.71
Khartoum,5842495,74831.8395147208,,,,,,0.00150871746261172,0.0922487858122168,0.0157221356591604,0.00134024158780898,0.00236491825986051,0.0377038241647265,0.00560567828683022,0.698315284898572,377.507285160335,30,424.031097272104,183,405.040270461903,99,386.362080837088,91,0.00911760358199783,0.137065668593671,0.0187382533612968,0.129208288243127,0.0526856116098099,0.170459270932626,65.8,485.942215648214,2338.78125,2338.78125,3.53037402170632,6.46438122020139,14.7703230685432,false,false,false,false,180,250,350,480,660,890,1160,1610,2360,3240,3950,4520,4750,5180,6080,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,1,5.624,0.541,0.303,29.1568829967511,15.0243755987852,41.4804482214915,128.881559364389,0.0,60.0161666343153,138,284,316,106,1439.57545263228,3.6378444188837,20.8569782017206,1597.59205994019,2.94968913678427,14.2554556135801,1551.95943556863,2.80419654277439,12.7347826479387,1538.6923591353,2.8823629107774,13.6251391771692,0.0,0.0,0.0,0.0,15.55
Kochi,2560750,73136.9872966307,,,,,,0.250607475137331,0.0233633189501012,0.00710340477635919,0.0338226094780751,0.170632370749347,0.0784591012740091,0.000850709022755403,0.381068149792438,46.2638797707639,198,97.5426650617441,1524,179.019057647427,1524,105.639822994904,610,0.0203774037977526,0.0665560374021955,0.0283577986508784,0.0457353686334444,0.0329209124459464,0.01772787603296,34.1,244.169908365677,1927.96728515625,1927.96728515625,47.0925171105658,47.9717272458841,53.778047085641,true,true,true,true,160,210,270,340,420,530,670,860,1100,1230,1340,1460,1520,1610,1790,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,1,,,,27.3831814093195,22.2534208471883,33.320787541205,3292.10071502161,14.1167292992749,751.013459164779,309,357,403,263,5138.73133314627,19.0084116499556,133.150862190257,6342.09116143577,20.4911531167334,121.588583507288,6417.9907838575,19.9234807686132,119.101741439108,6396.9411206586,17.7595922620359,107.150450265501,0.0,0.0,0.0,0.0,9.97
Kolkata,21615073,281270.276549317,,,,,,0.0793474278730182,0.355261546901774,0.00493645789273431,0.0281790178610376,0.230683823141466,0.0320555870068375,0.00040848221982442,0.267894245907032,0.0,0,7.30278447429489,91,0.437121005657187,30,0.0,0,0.0462655250362715,0.583841653123588,0.0511534164465499,0.664005750579393,0.0498389960499597,0.675210717396513,80.4,481.347396383809,7193.8916015625,7193.8916015625,59.0577954431161,75.209730045355,87.0478348745623,true,true,true,true,4510,5060,5650,6260,6930,7890,9030,9950,10890,11920,13060,14280,14790,15580,17040,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,1,,,,26.3539946384923,12.8857750063953,35.8163430934035,1576.91952846394,4.03347726043713,330.633114823196,310,332,405,237,4974.96889895383,13.2426689137164,73.942114988806,5026.54496696815,13.6073592356074,74.2569188533773,4875.48322259785,13.9353768031781,73.6774932509968,4853.62094458744,14.8585295361757,71.7411976850737,0.0,0.0,0.0,0.0429049684926906,22.54
Kuala Lumpur,6345813,133401.820714794,,,,,,0.0891227087602882,0.0398528395522207,0.0194129622426709,0.0036449357137538,0.0989416828420391,0.0110176120218998,0.00136298997981971,0.733382382526024,215.135116973662,686,113.189365870802,914,163.504754975035,762,241.558113066514,762,0.0274558198022716,0.0296607459123659,0.0480855246808653,0.0336615087582011,0.102170873164122,0.0483216882889986,19.1,298.071027626615,1639.95068359375,1639.95068359375,9.03470796532059,13.1520761280839,21.84124012482,false,true,true,true,210,280,340,390,450,640,920,1020,1120,1210,1310,1400,1450,1520,1670,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,1,,,,26.9723973650736,21.6865206116608,32.4947060707421,2374.2728231755,121.560978873711,277.821584259994,417,465,541,341,3899.83454337924,20.6897837514429,130.956977376712,6346.22938696478,22.0923919639444,132.341238662213,6817.78086299972,21.8988135865074,130.105968744608,6942.35222226771,21.0669641959125,126.346012651544,0.01804670080362,0.138149214954186,0.119643383531288,0.0880007092527347,3.14
Kunming,3068953,36318.6978564058,,,,,,0.0270824245627553,0.0510701646948777,0.0199495263072057,0.00776793209984642,0.0631550002635655,0.00833698610461041,0.0151902218231592,0.807357530422367,2022.72323876205,213,1992.98803532718,1174,2027.4417132219,914,2027.18574607201,579,0.0436598362904849,0.297465706720532,0.0743489839280936,0.284171075090617,0.128632919380082,0.221815074018938,27.5,526.241080478212,10322.6767578125,10322.6767578125,11.5939885355701,14.6578472878569,21.2766916649789,false,false,false,false,640,740,860,980,1100,1220,1360,1490,1610,2040,2590,2840,2930,3100,3400,Tropical & Subtropical Moist Broadleaf Forests,Palearctic,1,,,,15.3264185595877,1.93134551271055,24.402641174514,1000.95601147053,12.0366968751071,209.93807746465,345,385,498,232,2922.5332894309,15.4545393069416,82.4276842879464,4777.09196803638,15.8038704784836,80.1820250748224,5239.40576307502,15.1367852385363,78.5348906801269,5508.3659019661,14.8438603771627,76.6163558301467,1.10595925434357,0.492849575008826,0.176274752747338,0.0551277436481169,25.05
Kuwait City,3171818,48092.7406303242,,1.53,24.05,22.52,49.42,0.0,0.0106416928066838,0.00562396139995096,0.0,0.00360474299879912,0.00700982459212933,0.00523925400206857,0.71266611949698,4.72854277829554,53,63.953911707606,274,34.3511164594137,198,10.7691687902424,91,0.00579169122923656,0.0138338543711992,0.0122043803189207,0.00917137509366121,0.0348776050775979,0.014017075824684,79.2,447.755455301978,936.568786621094,936.568786621094,2.25440485375207,4.81635096892969,16.9078976585379,false,true,true,false,60,110,180,300,550,690,890,1120,1390,1190,1500,1890,2060,2300,2590,Deserts & Xeric Shrublands,Palearctic,1,7.893,0.744,0.302,25.4583214063523,8.31940743943703,43.3186080792556,97.4454357838796,0.0,21.7965265479751,328,161,335,154,866.592683962603,5.39974448428164,19.0598999566844,843.269589896183,7.91797731567106,14.6670201409142,818.664794370155,7.82819288467339,12.0957930759462,856.49404472685,8.06364409003392,12.9452620107822,0.00068617424516648,0.0280292648100549,0.0556549996274365,0.0795859932860363,29.38
Kyiv,2736313,51683.93473951,,,,,,0.0928816298350726,0.0324812876284429,0.0196951823402414,0.0407777809746759,0.119971913287387,0.0640320424596121,0.0,0.630160163474568,118.919730189335,75,143.640772040622,161,134.430370844859,106,126.261972185388,76,0.0378411733080391,0.496552797521828,0.0653757577490936,0.434199874785851,0.133245560502734,0.29813770753501,,330.402055744922,650.979614257813,650.979614257813,3.18358645956082,5.34203091482978,13.2566209302504,false,false,false,false,820,970,1160,1390,1660,1930,2200,2410,2570,2590,2610,2670,2710,2750,2770,Temperate Broadleaf & Mixed Forests,Palearctic,1,,,,7.98908437391885,-8.0085699359074,24.9748880989316,626.785675419284,35.8354429043093,84.6607367333629,217,202,245,174,3568.88515748694,14.566394785435,38.8946950237126,4514.08698419485,14.554059052119,41.7941706714987,4484.95286598195,14.7792906173767,46.714520159465,4563.00094028406,14.7752819495578,48.7484620428191,0.0890063053754831,0.344921589998569,0.240905386791472,0.27934239683636,50.44
Las Vegas,2026403,87603.3513390955,0.054942674,,,,,4.4558191119168e-05,0.0109519374090798,0.0215031132050937,0.0,0.00336621116254912,0.000170806399290144,0.0683259962301439,0.760759936746008,645.962984718177,430,1032.61239602514,2640,1040.43692948522,2488,883.222680085311,1651,0.00416979951209845,0.000755971965897061,0.00992250932343641,0.000943593627732672,0.0289222992229428,0.00116099045770662,7,144.001469908095,4215.7998046875,4215.7998046875,0.439998300357715,1.00224632561213,3.37327353778516,false,false,false,false,40,60,90,150,240,320,440,560,710,970,1340,1720,1820,1920,2010,Deserts & Xeric Shrublands,Nearctic,1,,,,18.6101686244555,0.361705285651416,39.3687840186369,108.554489617925,2.53489071369159,13.3460321096765,317,211,330,198,1587.92218279665,4.16958920015816,15.5177105327241,1475.56985190987,4.55548114665483,16.1088714493979,1546.84304711572,4.65107373333913,15.8249327451133,1511.04185045147,4.5602667281453,15.2487909382047,0.00338244737171325,0.6247190846413,0.602170528017126,0.643308172858503,36.17
Lima,9262110,87505.3176631815,,2.93,36.7,33.77,,0.000326845193181293,0.00399379075405808,0.0140351800236461,1.09076723283902e-05,0.00271759309163642,0.00411313352188635,0.0655659755907681,0.615565505063726,618.241227462307,2285,1405.54685894472,4877,1328.28154882418,4877,1009.29965177961,3962,0.00191041277356958,0.00723695900716335,0.00429348616035495,0.00476780178637853,0.0121140953566501,0.00282200806103815,37.3,682.224725414507,5465.98095703125,5465.98095703125,3.9343797703741,8.97860112551676,22.0886179723837,false,false,false,false,1070,1370,1760,2280,2980,3700,4440,5120,5840,6540,7120,7750,8010,8380,8860,Deserts & Xeric Shrublands,Neotropic,1,7.972,0.819,0.329,18.9583046374014,12.2963543440734,27.9939738324272,15.1478857681545,0.0,3.4373422876666,160,158,194,124,1159.3988895547,12.4451149418082,10.9516021213302,1293.55089911853,10.6409873954429,19.0674295189914,2097.4531703161,11.6448622986508,36.3122350032325,2447.94741182221,13.1906079661207,44.998929204019,0.00900400181676273,0.0321800289330996,0.0100013893304558,0.0288319244400735,-12.08
London,9609566,185983.298509348,0.087431108,12.94,24.88,11.95,81.29,0.0149432486772576,0.0556490322836554,0.0573398905575708,0.00568301393236591,0.149835629711988,0.0181593484689495,0.0,0.693709917354636,53.7488869175973,146,49.390249183919,218,71.1555403498264,185,74.5664086011473,157,0.0710367831305386,0.465478033754587,0.103594531125298,0.522676538438919,0.160135958133799,0.41483349281172,12.7,326.726133781432,2331.32568359375,2331.32568359375,23.0976727074667,27.7991910180192,40.6294286488175,true,true,true,true,8360,8280,8200,7870,7510,7550,7660,7670,7650,7910,8220,8500,8570,8610,8620,Temperate Broadleaf & Mixed Forests,Palearctic,1,7.587,0.819,0.258,10.4514262623246,0.996499364989737,22.6151040571563,631.469109672701,39.4091963466156,61.76010745509,222,188,237,173,4951.17070257837,14.9890965796277,51.876141851364,6217.21876829691,15.7305491706518,60.0023486649579,6178.19503092195,16.4129478764674,62.948972884591,6050.65871446793,17.8808291643433,67.0259815566684,0.0810110060333709,0.393064029792745,0.487664503160423,0.35683865917758,51.48
Los Angeles,14284216,563741.591116852,0.079718831,,,,,0.000851151800604893,0.00119519319120584,0.0619950857233401,0.00054240613502833,0.054398376941056,0.00503599461953897,0.082784458782726,0.754829265585789,235.466681789875,1195,370.199771543735,2585,470.053306643847,2585,528.656358244023,2585,0.0429859554664494,0.0123934848328974,0.0592739152708908,0.0121496985911696,0.0568966987919549,0.00359141573042601,9.1,160.613215695219,3936.92358398438,3936.92358398438,9.52091449972459,12.6350997177336,11.9004161854391,true,true,true,true,4050,5150,6530,7410,8380,8930,9510,10180,10880,11340,11810,12310,12500,12770,13160,"Mediterranean Forests, Woodlands & Scrub",Nearctic,1,7.926,,,17.6462843116207,6.15259481912311,30.5843731150544,362.663865790297,0.917450433764805,76.4075523584961,382,289,400,271,2843.87650984158,8.6156826243023,18.6764791312952,4319.5976337994,10.8535293291037,18.4857596617989,3693.84175710264,9.30470705987533,17.6965883613004,3088.34451309927,8.19971908733074,16.7732014216887,0.0128437583786734,0.176579566758367,0.156647816424971,0.146256420514101,34.0
Lucknow,4627157,37216.3545699188,,,,,,0.00353717481436464,0.360246195467928,0.00956251490141693,0.00399502333470885,0.0103904248651832,4.26800850622463e-05,0.000774601700659121,0.611302004532959,122.0,0,114.629994663867,46,118.147213032639,31,120.884841890706,31,0.0158520352028797,0.939536541500914,0.0119628058376827,0.933267486652394,0.0190059574984309,0.906176096191771,138.3,778.174997196522,4867.6123046875,4867.6123046875,53.8585294098814,46.6546363716576,38.5661494442185,false,false,false,false,490,560,640,720,800,890,990,1250,1610,1910,2220,2570,2700,2880,3190,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,1,,,,25.6623076723911,8.76772625130323,40.9761730842008,985.527374137952,1.66562684161419,299.501987278192,242,333,358,217,3251.56911713745,8.18678426797812,38.0719402393488,4722.47403903863,8.55164312953163,39.9435692796893,4629.59088004887,8.70050743644973,40.222764120205,4587.15148854899,8.79941745344276,40.3914768216133,0.0,0.0,0.0,0.0,26.84
Madrid,4895942,78125.4832658977,0.06786743,6.7,23.94,17.25,63.13,0.0154187871590845,0.170557184253291,0.0370746191420762,6.6660230105886e-05,0.0675211782019943,0.000235968500819267,0.0710640459872516,0.638061556525377,629.730768063078,138,882.851496672233,1393,819.090232141918,1322,715.546203241615,1133,0.0256037714002319,0.456820661023753,0.0528768808459402,0.447072017136944,0.105626185450599,0.455071885446886,9.8,390.822078780875,987.013305664063,987.013305664063,3.86700481088198,9.10432356146837,20.6910611602852,false,false,false,false,1700,2020,2390,2900,3520,3890,4250,4360,4410,4700,5040,5410,5570,5760,5920,"Mediterranean Forests, Woodlands & Scrub",Palearctic,1,7.104,0.652,0.316,13.8100843128486,1.32856487747305,31.1084684882199,442.478385440146,10.7225019021233,56.6272508714217,259,204,269,194,3032.11887224355,8.45517651152609,36.8788414949597,3836.94804885587,9.08766291790207,35.6128894062119,3980.22661680995,9.97155651952501,39.0659619422755,3997.98696956685,10.3447892939112,40.2565831847986,0.0521563644298021,0.49836050904019,0.454349122934702,0.384339818011057,40.44
Makassar,2202527,37216.4790700012,,,,,,0.00690665179387106,0.294168803171009,0.0240309809120405,0.0555035044789418,0.0465533380777218,0.0247410748626116,0.00181835777972633,0.513856270059711,87.7601787451716,549,0.0,1311,145.396546460426,1311,224.820930340481,1220,0.0115742040085118,0.0783596071889809,0.0164472195409993,0.113771425179891,0.0354314625730182,0.214488585851339,16.4,397.478764103766,1613.54650878906,1613.54650878906,13.8190195777135,12.4478646817437,20.2794602325338,false,false,false,false,100,120,140,160,190,280,460,550,630,670,720,810,860,930,1060,Tropical & Subtropical Moist Broadleaf Forests,Australasia,1,,,,26.3857933811157,20.4364576850305,31.6682713678582,2767.66136507608,17.8889891533128,624.742276929264,71,221,264,28,4509.70667744324,16.6460538367902,110.049033657973,6214.16608627793,16.9875987082561,116.636504981869,6509.07294166043,19.9337039934448,132.433727089838,6466.56715108811,21.0256609379502,141.259867532328,0.0,0.0818398628202118,0.0407143282293378,0.0143100379561983,-0.95
Manaus,2016974,26041.6325686978,,,,,,0.0944186494551591,0.000940664433581135,0.0647671207593508,0.0070450208080246,0.0456732357373384,0.0241242450078044,0.0168212493383963,0.745252520985177,46.6834566870233,31,43.0159583762886,61,35.6878765152389,31,33.9754560472578,31,0.00135078229233611,0.000157601423881154,0.0035087705458157,0.00035057840523942,0.0121365889216763,0.0014243024315027,8.5,484.050327896219,3699.78076171875,3699.78076171875,0.589803904097521,1.07036867315191,2.41886661391324,false,false,false,false,90,120,150,210,280,410,600,760,960,1160,1390,1640,1750,1900,2060,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,1,,,,27.3427363518057,22.7062675372307,32.884217021005,2164.74023379223,62.4003688772045,292.017910270882,475,611,647,439,3655.40127449189,16.5569270158893,121.78757087486,5799.93685825713,17.2859535176641,128.659577136181,6441.15011470436,17.4641749574267,128.402580108869,6721.41910897395,17.1577152523833,123.393533017557,0.0,0.336804455464154,0.285179427104846,0.282291193700878,-3.12
Manchester,2202601,67149.5190916614,0.060731381,8.98,22.19,13.21,81.56,0.01324704046626,0.024221361300034,0.238838356853281,0.00255634039135581,0.338800216955856,0.00182878879808547,0.00139615989619381,0.377679029777766,140.061425256645,390,120.800153746173,524,149.473684959874,487,205.526503720091,462,0.067919308112081,0.289750143766554,0.0877363992201694,0.169861583673226,0.0785607707510315,0.127241909072617,9.6,204.507126211219,2487.435546875,2487.435546875,27.1522313330009,41.2971030394984,39.0392685703193,false,true,true,false,2420,2420,2430,2410,2400,2370,2340,2310,2280,2260,2240,2230,2230,2240,2250,Temperate Broadleaf & Mixed Forests,Palearctic,1,,,,9.88546466407861,1.20818136657909,20.8442485651025,983.98695564644,62.377234137758,102.333755501566,211,151,218,144,5144.65258787035,21.0212735389473,60.032932844728,6209.07179215098,21.2095908007811,64.004845180989,6383.16201966049,20.7812556640173,64.1096593814747,6317.98898228235,20.0760383122299,65.2450872078964,0.0263739789049349,0.378179958159262,0.418851915209523,0.405880226458693,53.47
Maputo,2430922,42405.4482617409,,,,,,0.0112186897941705,0.0543739893412923,0.0222989713045193,0.0245546603294147,0.0670465263218121,0.01457103851851,0.0192788622166822,0.753200103346844,9.55163025094848,30,8.83774764165076,457,20.9766868238023,366,8.07213402854349,83,0.0114595027933575,0.110182792929621,0.0178537343801052,0.0956208821286867,0.0587426535431314,0.172107813926082,23.6,374.681312410401,1829.13134765625,1829.13134765625,3.12951101678062,3.45546674337027,7.12999497674731,true,true,true,true,90,130,180,260,370,460,550,650,780,920,1100,1330,1450,1620,1920,Tropical & Subtropical Moist Broadleaf Forests,Afrotropic,1,,,,23.0267299625836,12.4604436107097,31.2054062866899,775.597513755787,15.4625853414286,154.840965386346,276,408,426,258,3635.38290952959,8.1736490681709,8.97477794903382,4802.98562178718,11.0594497365695,17.3355102721274,5224.2535704942,9.91322763930354,26.4290371319229,5419.78902772952,8.15392078331785,24.5724971673348,0.0142670346570972,0.00738111104114033,0.151938746702796,0.203762139214764,-25.96
Maracaibo,2140288,28436.0131519202,,1.89,16.28,14.38,35.47,0.00234849520990183,0.0065543605065753,0.0375800437586504,0.00723542278828547,0.0052294524612812,0.0241884772077403,0.0381546402152922,0.829581443099732,14.1569494069375,30,102.83924694128,1650,31.497607443042,259,13.7588792233409,122,0.0081178910049282,0.146694035758991,0.0195032655130388,0.250522758558811,0.0454915687547888,0.225914955431766,23.3,500.947485913605,798.269775390625,798.269775390625,4.70764778714249,10.1732990699128,18.978343544241,true,true,true,true,280,370,480,570,670,790,920,1100,1300,1500,1720,1980,2070,2200,2370,Deserts & Xeric Shrublands,Neotropic,1,6.438,0.8,0.29,28.2224594078675,22.6392128258194,33.5223393536506,445.630718048899,2.16361519565906,100.157483637424,266,354,401,219,2398.3194583335,9.20957984499007,47.4811923542208,4185.08667314069,11.7550693124628,55.3453590569877,4719.95432955994,11.8323798796904,52.9779265624828,5504.72176124286,11.922643970973,57.1500400361804,1.01964598594613,0.998768908299213,0.879929134307399,0.742933469445531,10.64
