percentage_of_regional_pool_present,difference_from_locality_trait_gravity,percentage_of_niches_present,percentage_of_niches_2_present,percentage_of_niches_3_present,latitude,longitude,closed_forest,cultivated,herbaceous_vegetation,herbaceous_wetland,open_forest,permanent_water,shrubs,urban,mean_elevation,elevation_delta,average_population_density,city_name,continent,realm,biome,national_gdp_estimate_thousand_dollars_per_person,national_income_group,locality_id,number_of_checklists
22.853080568720376,0.2705298879064992,35.66666666666667,36.660377358490564,32.822580645161295,45.5899572,-73.8263226,0.0810591114151034,0.0864050412241562,0.0620177242883,3.77795501517355e-4,0.184532854627748,0.0581244552213561,0.00220380709218457,0.523893960457404,31.6692142449853,10,114.159335005632,Montreal,North America,Nearctic,Temperate Broadleaf & Mixed Forests,46.991,1. High income: OECD,L1440386,382
11.080568720379146,0.3900421493699249,20.912280701754387,21.79245283018868,20.838709677419356,45.5668937,-73.7930876,0.0900903795188524,0.0273560407384965,0.0562978995139493,3.78105282303783e-4,0.158775798889507,0.0245301362266378,5.04140376405044e-4,0.642067499453848,30.7248042354265,36,138.279978910512,Montreal,North America,Nearctic,Temperate Broadleaf & Mixed Forests,46.991,1. High income: OECD,L1440871,88
22.35545023696682,0.6617765373973294,29.736842105263158,31.45283018867925,27.338709677419356,45.6812922,-73.4939647,0.0337052822622029,0.181572148550841,0.0244015955646709,9.41419581970326e-4,0.163679023424242,0.293241247320646,0.00196159844922967,0.300246639624338,16.1638632193918,19,89.2601332089096,Montreal,North America,Nearctic,Temperate Broadleaf & Mixed Forests,46.991,1. High income: OECD,L3615519,244
13.734597156398104,0.28600663639685425,22.210526315789473,23.88679245283019,20.419354838709676,45.632498,-73.810721,0.146625075167217,0.0514931494589316,0.0237687431104422,1.25740978023189e-4,0.170494164509141,0.0439627441809664,0.00144602124726667,0.562084361348012,34.9363260093653,38,122.070655249867,Montreal,North America,Nearctic,Temperate Broadleaf & Mixed Forests,46.991,1. High income: OECD,L4177940,16
5.668246445497631,0.6221689075087347,13.017543859649125,13.528301886792454,11.967741935483874,45.5046939,-73.5764605,0.0541914867742913,0.00378942394068883,0.0151594294861269,2.52628262712589e-4,0.0676620220217543,0.116940632110588,8.8419891949406e-4,0.741120178484344,18.0026348617369,13,448.954901467406,Montreal,North America,Nearctic,Temperate Broadleaf & Mixed Forests,46.991,1. High income: OECD,L7382256,194
9.62085308056872,0.5665187443485254,13.456140350877194,14.377358490566035,12.370967741935484,45.5295975,-73.8568002,0.127923136198313,0.057334324477212,0.0210909247481269,0,0.144087953791051,0.139369462243407,0.00233474762702042,0.506786729032185,30.2832709169173,9,127.277070449906,Montreal,North America,Nearctic,Temperate Broadleaf & Mixed Forests,46.991,1. High income: OECD,L7589831,168
17.322274881516584,0.671867214835875,34.982456140350884,35.679245283018865,32.193548387096776,45.4088164,-73.5745737,0.0601168986638839,0.0378592320196668,0.0132667234451183,2.53490023303686e-4,0.121701057227361,0.35452219988583,4.4360754078145e-4,0.411836791194055,19.2420597962661,17,154.178950354585,Montreal,North America,Nearctic,Temperate Broadleaf & Mixed Forests,46.991,1. High income: OECD,L1138695,2171
14.592417061611377,1.0547484790829773,18.859649122807017,20.28301886792453,17.338709677419356,45.593972,-73.56835,0.0174514920859082,0.0104099131684266,0.0501917108807344,3.77743267898982e-4,0.0653424255068056,0.00667346439954868,0,0.849553250690678,19.1560395391242,18,307.562406148717,Montreal,North America,Nearctic,Temperate Broadleaf & Mixed Forests,46.991,1. High income: OECD,L1912202,73
18.663507109004737,0.5870291852561055,27.350877192982455,29.41509433962264,25.14516129032258,45.5362158,-73.6813545,0.027354528233409,0.00189333542466947,0.0181082825569949,0,0.048465477986172,0.0402602822858469,0.00107246949770576,0.862719451133119,46.1387346423549,50,325.021703232195,Montreal,North America,Nearctic,Temperate Broadleaf & Mixed Forests,46.991,1. High income: OECD,L3252399,16
11.639810426540285,0.7961177863305503,30.964912280701757,32.245283018867916,28.467741935483875,45.6127024,-73.8020403,0.104685704303922,0.0429950551356569,0.0318534433200908,5.66234091782722e-4,0.180894891655609,0.0451706770185937,0.00140065836124205,0.592433336113103,32.6641389006263,10,127.798104900885,Montreal,North America,Nearctic,Temperate Broadleaf & Mixed Forests,46.991,1. High income: OECD,L3329312,20
9.412322274881516,0.24676711010556684,18.42105263157895,19.60377358490566,16.93548387096774,45.5556505,-73.6637592,0.0148855879028454,0.00388543264376546,0.0324145358099629,0,0.055959525836792,0.0455134081543651,8.19560270684811e-4,0.846521949381584,37.8754965914724,38,366.244347863616,Montreal,North America,Nearctic,Temperate Broadleaf & Mixed Forests,46.991,1. High income: OECD,L3582428,44
9.369668246445498,1.2254974779007992,19.526315789473685,19.18867924528302,17.951612903225808,45.4722733,-73.7293579,0.0413826997145722,0.0161868911473724,0.18723308552942,0,0.0618729532372915,0.0527199705025648,0.00562747387545368,0.634976925993325,43.572177872602,50,77.7098149749392,Montreal,North America,Nearctic,Temperate Broadleaf & Mixed Forests,46.991,1. High income: OECD,L4168667,104
17.521327014218013,0.7323788582466463,37.350877192982466,38.60377358490565,34.38709677419355,45.550148,-73.5039454,0.0476757797721402,0.00683618912253163,0.0210503488320913,0,0.0928859716928457,0.169374090333837,3.15276753643486e-4,0.66186234349291,25.4486796187742,19,235.278079950726,Montreal,North America,Nearctic,Temperate Broadleaf & Mixed Forests,46.991,1. High income: OECD,L447776,220
23.8957345971564,0.23789923062819285,37.35087719298246,39.9622641509434,34.33870967741935,45.5770923,-73.6596239,0.0217730177230625,0.00785163636076173,0.0476488569758589,2.8508285436614e-4,0.0744649261625525,0.0497464640091543,5.66954203440461e-4,0.797663061710804,33.2862852861236,38,310.180121727298,Montreal,North America,Nearctic,Temperate Broadleaf & Mixed Forests,46.991,1. High income: OECD,L459787,2356
12.928909952606638,0.22809326808876385,28.52631578947369,30.679245283018872,26.225806451612907,45.4481579,-73.568961,0.0292900206406519,0.00157913271539601,0.0235380861844625,2.5313772901209e-4,0.0611104258744482,0.440749267823936,0.00109246302265806,0.442387466009435,12.3476582287436,17,319.13757000258,Montreal,North America,Nearctic,Temperate Broadleaf & Mixed Forests,46.991,1. High income: OECD,L3676152,39
12.497630331753555,0.8172937810888763,28.10526315789474,29.96226415094339,25.83870967741936,45.6531458,-73.5836194,0.0368855649712782,0.224166357061414,0.0448403668748331,7.53892895963766e-4,0.109049621920249,0.099643945747305,0.00150778579192753,0.483026815921035,17.0250552030043,20,94.4384162230739,Montreal,North America,Nearctic,Temperate Broadleaf & Mixed Forests,46.991,1. High income: OECD,L3847798,40
20.165876777251185,0.32766787584422635,34.21052631578947,36.79245283018868,31.451612903225808,45.6069267,-73.4915005,0.0256244853176884,0.0654649988882739,0.0424447412886201,1.88783682772341e-4,0.14224122507531,0.207758293711381,2.51711577029789e-4,0.516025760458925,21.778601555536,19,143.110127087302,Montreal,North America,Nearctic,Temperate Broadleaf & Mixed Forests,46.991,1. High income: OECD,L4713887,18
10.985781990521328,1.681400429211252,27.666666666666668,28.49056603773585,26.14516129032258,45.5625616,-73.8639379,0.109583674526657,0.122375798009268,0.0457023976920543,2.52110249295018e-4,0.171348955435559,0.0790489214995419,0.00289926786689271,0.46701792380289,31.5701818487342,25,101.975512395839,Montreal,North America,Nearctic,Temperate Broadleaf & Mixed Forests,46.991,1. High income: OECD,L1154375,115
19.113744075829384,0.18305492402497808,33.85964912280703,35.9433962264151,31.209677419354843,45.6285392,-73.7939429,0.140518953019631,0.0427132146897615,0.0247827832349788,1.2575837230199e-4,0.171401757066388,0.0432349886422929,0.00144622128147288,0.575776323693173,33.4267239965824,19,129.340298450049,Montreal,North America,Nearctic,Temperate Broadleaf & Mixed Forests,46.991,1. High income: OECD,L2307417,564
20.981042654028435,1.0239699024542976,23.57894736842105,25.358490566037737,21.677419354838708,45.4511297,-73.8083303,0.0327857828271612,0.0121881829440875,0.0560827139818064,0,0.0635340395400665,0.274810931423139,0.00253108834069045,0.558067260943049,30.6786056893027,23,114.816125543853,Montreal,North America,Nearctic,Temperate Broadleaf & Mixed Forests,46.991,1. High income: OECD,L3684644,170
15.421800947867299,1.1194854297864407,31.666666666666668,33.56603773584906,30.193548387096776,45.557735,-73.870976,0.104591556732928,0.112747715543795,0.0472364037650884,2.52152941141571e-4,0.169147653840487,0.0972321517743162,0.00289975882312806,0.463875383049983,31.6767239872745,25,101.646917050748,Montreal,North America,Nearctic,Temperate Broadleaf & Mixed Forests,46.991,1. High income: OECD,L2470270,815
